date,seq,value,x,y,z
2006/11/7,2006303,677,6,7,7
2006/11/8,2006304,517,5,1,7
2006/11/9,2006305,41,0,4,1
2006/11/10,2006306,417,4,1,7
2006/11/11,2006307,640,6,4,0
2006/11/12,2006308,175,1,7,5
2006/11/13,2006309,807,8,0,7
2006/11/14,2006310,958,9,5,8
2006/11/15,2006311,242,2,4,2
2006/11/16,2006312,689,6,8,9
2006/11/17,2006313,300,3,0,0
2006/11/18,2006314,783,7,8,3
2006/11/19,2006315,64,0,6,4
2006/11/20,2006316,851,8,5,1
2006/11/21,2006317,300,3,0,0
2006/11/22,2006318,503,5,0,3
2006/11/23,2006319,164,1,6,4
2006/11/24,2006320,904,9,0,4
2006/11/25,2006321,641,6,4,1
2006/11/26,2006322,959,9,5,9
2006/11/27,2006323,19,0,1,9
2006/11/28,2006324,147,1,4,7
2006/11/29,2006325,39,0,3,9
2006/11/30,2006326,189,1,8,9
2006/12/1,2006327,683,6,8,3
2006/12/2,2006328,960,9,6,0
2006/12/3,2006329,863,8,6,3
2006/12/4,2006330,455,4,5,5
2006/12/5,2006331,140,1,4,0
2006/12/6,2006332,365,3,6,5
2006/12/7,2006333,173,1,7,3
2006/12/8,2006334,182,1,8,2
2006/12/9,2006335,977,9,7,7
2006/12/10,2006336,460,4,6,0
2006/12/11,2006337,900,9,0,0
2006/12/12,2006338,447,4,4,7
2006/12/13,2006339,638,6,3,8
2006/12/14,2006340,790,7,9,0
2006/12/15,2006341,47,0,4,7
2006/12/16,2006342,695,6,9,5
2006/12/17,2006343,539,5,3,9
2006/12/18,2006344,948,9,4,8
2006/12/19,2006345,676,6,7,6
2006/12/20,2006346,760,7,6,0
2006/12/21,2006347,569,5,6,9
2006/12/22,2006348,644,6,4,4
2006/12/23,2006349,415,4,1,5
2006/12/24,2006350,802,8,0,2
2006/12/25,2006351,509,5,0,9
2006/12/26,2006352,939,9,3,9
2006/12/27,2006353,503,5,0,3
2006/12/28,2006354,283,2,8,3
2006/12/29,2006355,827,8,2,7
2006/12/30,2006356,623,6,2,3
2006/12/31,2006357,15,0,1,5
2007/1/1,2007001,19,0,1,9
2007/1/2,2007002,484,4,8,4
2007/1/3,2007003,733,7,3,3
2007/1/4,2007004,313,3,1,3
2007/1/5,2007005,736,7,3,6
2007/1/6,2007006,255,2,5,5
2007/1/7,2007007,459,4,5,9
2007/1/8,2007008,558,5,5,8
2007/1/9,2007009,504,5,0,4
2007/1/10,2007010,735,7,3,5
2007/1/11,2007011,193,1,9,3
2007/1/12,2007012,35,0,3,5
2007/1/13,2007013,550,5,5,0
2007/1/14,2007014,814,8,1,4
2007/1/15,2007015,916,9,1,6
2007/1/16,2007016,441,4,4,1
2007/1/17,2007017,956,9,5,6
2007/1/18,2007018,529,5,2,9
2007/1/19,2007019,652,6,5,2
2007/1/20,2007020,481,4,8,1
2007/1/21,2007021,577,5,7,7
2007/1/22,2007022,305,3,0,5
2007/1/23,2007023,581,5,8,1
2007/1/24,2007024,296,2,9,6
2007/1/25,2007025,392,3,9,2
2007/1/26,2007026,344,3,4,4
2007/1/27,2007027,790,7,9,0
2007/1/28,2007028,748,7,4,8
2007/1/29,2007029,575,5,7,5
2007/1/30,2007030,747,7,4,7
2007/1/31,2007031,975,9,7,5
2007/2/1,2007032,551,5,5,1
2007/2/2,2007033,928,9,2,8
2007/2/3,2007034,414,4,1,4
2007/2/4,2007035,409,4,0,9
2007/2/5,2007036,485,4,8,5
2007/2/6,2007037,570,5,7,0
2007/2/7,2007038,195,1,9,5
2007/2/8,2007039,712,7,1,2
2007/2/9,2007040,212,2,1,2
2007/2/10,2007041,359,3,5,9
2007/2/11,2007042,393,3,9,3
2007/2/12,2007043,321,3,2,1
2007/2/13,2007044,522,5,2,2
2007/2/14,2007045,400,4,0,0
2007/2/15,2007046,208,2,0,8
2007/2/16,2007047,304,3,0,4
2007/2/25,2007048,418,4,1,8
2007/2/26,2007049,363,3,6,3
2007/2/27,2007050,951,9,5,1
2007/2/28,2007051,892,8,9,2
2007/3/1,2007052,899,8,9,9
2007/3/2,2007053,78,0,7,8
2007/3/3,2007054,204,2,0,4
2007/3/4,2007055,656,6,5,6
2007/3/5,2007056,403,4,0,3
2007/3/6,2007057,668,6,6,8
2007/3/7,2007058,295,2,9,5
2007/3/8,2007059,29,0,2,9
2007/3/9,2007060,987,9,8,7
2007/3/10,2007061,144,1,4,4
2007/3/11,2007062,775,7,7,5
2007/3/12,2007063,326,3,2,6
2007/3/13,2007064,617,6,1,7
2007/3/14,2007065,500,5,0,0
2007/3/15,2007066,889,8,8,9
2007/3/16,2007067,16,0,1,6
2007/3/17,2007068,691,6,9,1
2007/3/18,2007069,683,6,8,3
2007/3/19,2007070,163,1,6,3
2007/3/20,2007071,394,3,9,4
2007/3/21,2007072,914,9,1,4
2007/3/22,2007073,977,9,7,7
2007/3/23,2007074,745,7,4,5
2007/3/24,2007075,71,0,7,1
2007/3/25,2007076,399,3,9,9
2007/3/26,2007077,623,6,2,3
2007/3/27,2007078,666,6,6,6
2007/3/28,2007079,710,7,1,0
2007/3/29,2007080,379,3,7,9
2007/3/30,2007081,827,8,2,7
2007/3/31,2007082,942,9,4,2
2007/4/1,2007083,180,1,8,0
2007/4/2,2007084,811,8,1,1
2007/4/3,2007085,687,6,8,7
2007/4/4,2007086,574,5,7,4
2007/4/5,2007087,905,9,0,5
2007/4/6,2007088,258,2,5,8
2007/4/7,2007089,589,5,8,9
2007/4/8,2007090,71,0,7,1
2007/4/9,2007091,779,7,7,9
2007/4/10,2007092,958,9,5,8
2007/4/11,2007093,368,3,6,8
2007/4/12,2007094,415,4,1,5
2007/4/13,2007095,74,0,7,4
2007/4/14,2007096,845,8,4,5
2007/4/15,2007097,755,7,5,5
2007/4/16,2007098,6,0,0,6
2007/4/17,2007099,304,3,0,4
2007/4/18,2007100,488,4,8,8
2007/4/19,2007101,418,4,1,8
2007/4/20,2007102,245,2,4,5
2007/4/21,2007103,671,6,7,1
2007/4/22,2007104,130,1,3,0
2007/4/23,2007105,177,1,7,7
2007/4/24,2007106,642,6,4,2
2007/4/25,2007107,529,5,2,9
2007/4/26,2007108,653,6,5,3
2007/4/27,2007109,602,6,0,2
2007/4/28,2007110,630,6,3,0
2007/4/29,2007111,296,2,9,6
2007/4/30,2007112,579,5,7,9
2007/5/1,2007113,324,3,2,4
2007/5/2,2007114,810,8,1,0
2007/5/3,2007115,717,7,1,7
2007/5/4,2007116,144,1,4,4
2007/5/5,2007117,209,2,0,9
2007/5/6,2007118,400,4,0,0
2007/5/7,2007119,225,2,2,5
2007/5/8,2007120,735,7,3,5
2007/5/9,2007121,831,8,3,1
2007/5/10,2007122,904,9,0,4
2007/5/11,2007123,790,7,9,0
2007/5/12,2007124,518,5,1,8
2007/5/13,2007125,45,0,4,5
2007/5/14,2007126,425,4,2,5
2007/5/15,2007127,66,0,6,6
2007/5/16,2007128,746,7,4,6
2007/5/17,2007129,952,9,5,2
2007/5/18,2007130,468,4,6,8
2007/5/19,2007131,342,3,4,2
2007/5/20,2007132,724,7,2,4
2007/5/21,2007133,218,2,1,8
2007/5/22,2007134,152,1,5,2
2007/5/23,2007135,762,7,6,2
2007/5/24,2007136,257,2,5,7
2007/5/25,2007137,400,4,0,0
2007/5/26,2007138,190,1,9,0
2007/5/27,2007139,291,2,9,1
2007/5/28,2007140,655,6,5,5
2007/5/29,2007141,731,7,3,1
2007/5/30,2007142,470,4,7,0
2007/5/31,2007143,759,7,5,9
2007/6/1,2007144,391,3,9,1
2007/6/2,2007145,119,1,1,9
2007/6/3,2007146,951,9,5,1
2007/6/4,2007147,336,3,3,6
2007/6/5,2007148,806,8,0,6
2007/6/6,2007149,9,0,0,9
2007/6/7,2007150,505,5,0,5
2007/6/8,2007151,885,8,8,5
2007/6/9,2007152,948,9,4,8
2007/6/10,2007153,321,3,2,1
2007/6/11,2007154,775,7,7,5
2007/6/12,2007155,481,4,8,1
2007/6/13,2007156,859,8,5,9
2007/6/14,2007157,602,6,0,2
2007/6/15,2007158,636,6,3,6
2007/6/16,2007159,12,0,1,2
2007/6/17,2007160,225,2,2,5
2007/6/18,2007161,443,4,4,3
2007/6/19,2007162,407,4,0,7
2007/6/20,2007163,94,0,9,4
2007/6/21,2007164,179,1,7,9
2007/6/22,2007165,73,0,7,3
2007/6/23,2007166,581,5,8,1
2007/6/24,2007167,85,0,8,5
2007/6/25,2007168,539,5,3,9
2007/6/26,2007169,404,4,0,4
2007/6/27,2007170,669,6,6,9
2007/6/28,2007171,772,7,7,2
2007/6/29,2007172,503,5,0,3
2007/6/30,2007173,734,7,3,4
2007/7/1,2007174,212,2,1,2
2007/7/2,2007175,942,9,4,2
2007/7/3,2007176,811,8,1,1
2007/7/4,2007177,848,8,4,8
2007/7/5,2007178,989,9,8,9
2007/7/6,2007179,269,2,6,9
2007/7/7,2007180,701,7,0,1
2007/7/8,2007181,417,4,1,7
2007/7/9,2007182,518,5,1,8
2007/7/10,2007183,480,4,8,0
2007/7/11,2007184,998,9,9,8
2007/7/12,2007185,662,6,6,2
2007/7/13,2007186,208,2,0,8
2007/7/14,2007187,451,4,5,1
2007/7/15,2007188,774,7,7,4
2007/7/16,2007189,505,5,0,5
2007/7/17,2007190,488,4,8,8
2007/7/18,2007191,603,6,0,3
2007/7/19,2007192,14,0,1,4
2007/7/20,2007193,818,8,1,8
2007/7/21,2007194,154,1,5,4
2007/7/22,2007195,537,5,3,7
2007/7/23,2007196,30,0,3,0
2007/7/24,2007197,24,0,2,4
2007/7/25,2007198,942,9,4,2
2007/7/26,2007199,289,2,8,9
2007/7/27,2007200,818,8,1,8
2007/7/28,2007201,284,2,8,4
2007/7/29,2007202,274,2,7,4
2007/7/30,2007203,384,3,8,4
2007/7/31,2007204,33,0,3,3
2007/8/1,2007205,153,1,5,3
2007/8/2,2007206,511,5,1,1
2007/8/3,2007207,828,8,2,8
2007/8/4,2007208,746,7,4,6
2007/8/5,2007209,607,6,0,7
2007/8/6,2007210,476,4,7,6
2007/8/7,2007211,755,7,5,5
2007/8/8,2007212,319,3,1,9
2007/8/9,2007213,138,1,3,8
2007/8/10,2007214,513,5,1,3
2007/8/11,2007215,644,6,4,4
2007/8/12,2007216,492,4,9,2
2007/8/13,2007217,37,0,3,7
2007/8/14,2007218,590,5,9,0
2007/8/15,2007219,862,8,6,2
2007/8/16,2007220,263,2,6,3
2007/8/17,2007221,611,6,1,1
2007/8/18,2007222,801,8,0,1
2007/8/19,2007223,687,6,8,7
2007/8/20,2007224,830,8,3,0
2007/8/21,2007225,592,5,9,2
2007/8/22,2007226,585,5,8,5
2007/8/23,2007227,420,4,2,0
2007/8/24,2007228,141,1,4,1
2007/8/25,2007229,584,5,8,4
2007/8/26,2007230,21,0,2,1
2007/8/27,2007231,482,4,8,2
2007/8/28,2007232,739,7,3,9
2007/8/29,2007233,855,8,5,5
2007/8/30,2007234,302,3,0,2
2007/8/31,2007235,358,3,5,8
2007/9/1,2007236,552,5,5,2
2007/9/2,2007237,47,0,4,7
2007/9/3,2007238,193,1,9,3
2007/9/4,2007239,323,3,2,3
2007/9/5,2007240,675,6,7,5
2007/9/6,2007241,398,3,9,8
2007/9/7,2007242,117,1,1,7
2007/9/8,2007243,492,4,9,2
2007/9/9,2007244,95,0,9,5
2007/9/10,2007245,62,0,6,2
2007/9/11,2007246,884,8,8,4
2007/9/12,2007247,393,3,9,3
2007/9/13,2007248,119,1,1,9
2007/9/14,2007249,360,3,6,0
2007/9/15,2007250,706,7,0,6
2007/9/16,2007251,941,9,4,1
2007/9/17,2007252,882,8,8,2
2007/9/18,2007253,573,5,7,3
2007/9/19,2007254,981,9,8,1
2007/9/20,2007255,692,6,9,2
2007/9/21,2007256,952,9,5,2
2007/9/22,2007257,373,3,7,3
2007/9/23,2007258,173,1,7,3
2007/9/24,2007259,649,6,4,9
2007/9/25,2007260,268,2,6,8
2007/9/26,2007261,235,2,3,5
2007/9/27,2007262,62,0,6,2
2007/9/28,2007263,217,2,1,7
2007/9/29,2007264,696,6,9,6
2007/9/30,2007265,432,4,3,2
2007/10/1,2007266,547,5,4,7
2007/10/2,2007267,838,8,3,8
2007/10/3,2007268,493,4,9,3
2007/10/4,2007269,825,8,2,5
2007/10/5,2007270,781,7,8,1
2007/10/6,2007271,453,4,5,3
2007/10/7,2007272,466,4,6,6
2007/10/8,2007273,52,0,5,2
2007/10/9,2007274,817,8,1,7
2007/10/10,2007275,866,8,6,6
2007/10/11,2007276,669,6,6,9
2007/10/12,2007277,814,8,1,4
2007/10/13,2007278,615,6,1,5
2007/10/14,2007279,498,4,9,8
2007/10/15,2007280,891,8,9,1
2007/10/16,2007281,728,7,2,8
2007/10/17,2007282,631,6,3,1
2007/10/18,2007283,417,4,1,7
2007/10/19,2007284,473,4,7,3
2007/10/20,2007285,301,3,0,1
2007/10/21,2007286,188,1,8,8
2007/10/22,2007287,356,3,5,6
2007/10/23,2007288,573,5,7,3
2007/10/24,2007289,861,8,6,1
2007/10/25,2007290,736,7,3,6
2007/10/26,2007291,661,6,6,1
2007/10/27,2007292,732,7,3,2
2007/10/28,2007293,321,3,2,1
2007/10/29,2007294,605,6,0,5
2007/10/30,2007295,666,6,6,6
2007/10/31,2007296,519,5,1,9
2007/11/1,2007297,947,9,4,7
2007/11/2,2007298,545,5,4,5
2007/11/3,2007299,664,6,6,4
2007/11/4,2007300,908,9,0,8
2007/11/5,2007301,364,3,6,4
2007/11/6,2007302,110,1,1,0
2007/11/7,2007303,700,7,0,0
2007/11/8,2007304,338,3,3,8
2007/11/9,2007305,511,5,1,1
2007/11/10,2007306,507,5,0,7
2007/11/11,2007307,749,7,4,9
2007/11/12,2007308,627,6,2,7
2007/11/13,2007309,334,3,3,4
2007/11/14,2007310,960,9,6,0
2007/11/15,2007311,13,0,1,3
2007/11/16,2007312,784,7,8,4
2007/11/17,2007313,196,1,9,6
2007/11/18,2007314,343,3,4,3
2007/11/19,2007315,816,8,1,6
2007/11/20,2007316,430,4,3,0
2007/11/21,2007317,214,2,1,4
2007/11/22,2007318,125,1,2,5
2007/11/23,2007319,51,0,5,1
2007/11/24,2007320,924,9,2,4
2007/11/25,2007321,494,4,9,4
2007/11/26,2007322,349,3,4,9
2007/11/27,2007323,331,3,3,1
2007/11/28,2007324,112,1,1,2
2007/11/29,2007325,674,6,7,4
2007/11/30,2007326,558,5,5,8
2007/12/1,2007327,423,4,2,3
2007/12/2,2007328,545,5,4,5
2007/12/3,2007329,732,7,3,2
2007/12/4,2007330,124,1,2,4
2007/12/5,2007331,535,5,3,5
2007/12/6,2007332,913,9,1,3
2007/12/7,2007333,284,2,8,4
2007/12/8,2007334,119,1,1,9
2007/12/9,2007335,747,7,4,7
2007/12/10,2007336,785,7,8,5
2007/12/11,2007337,399,3,9,9
2007/12/12,2007338,856,8,5,6
2007/12/13,2007339,450,4,5,0
2007/12/14,2007340,105,1,0,5
2007/12/15,2007341,667,6,6,7
2007/12/16,2007342,606,6,0,6
2007/12/17,2007343,852,8,5,2
2007/12/18,2007344,675,6,7,5
2007/12/19,2007345,476,4,7,6
2007/12/20,2007346,793,7,9,3
2007/12/21,2007347,279,2,7,9
2007/12/22,2007348,992,9,9,2
2007/12/23,2007349,522,5,2,2
2007/12/24,2007350,889,8,8,9
2007/12/25,2007351,558,5,5,8
2007/12/26,2007352,798,7,9,8
2007/12/27,2007353,377,3,7,7
2007/12/28,2007354,239,2,3,9
2007/12/29,2007355,129,1,2,9
2007/12/30,2007356,831,8,3,1
2007/12/31,2007357,495,4,9,5
2008/1/1,2008001,346,3,4,6
2008/1/2,2008002,790,7,9,0
2008/1/3,2008003,353,3,5,3
2008/1/4,2008004,94,0,9,4
2008/1/5,2008005,517,5,1,7
2008/1/6,2008006,20,0,2,0
2008/1/7,2008007,302,3,0,2
2008/1/8,2008008,149,1,4,9
2008/1/9,2008009,30,0,3,0
2008/1/10,2008010,765,7,6,5
2008/1/11,2008011,380,3,8,0
2008/1/12,2008012,153,1,5,3
2008/1/13,2008013,369,3,6,9
2008/1/14,2008014,616,6,1,6
2008/1/15,2008015,448,4,4,8
2008/1/16,2008016,954,9,5,4
2008/1/17,2008017,950,9,5,0
2008/1/18,2008018,793,7,9,3
2008/1/19,2008019,573,5,7,3
2008/1/20,2008020,745,7,4,5
2008/1/21,2008021,999,9,9,9
2008/1/22,2008022,254,2,5,4
2008/1/23,2008023,112,1,1,2
2008/1/24,2008024,16,0,1,6
2008/1/25,2008025,960,9,6,0
2008/1/26,2008026,88,0,8,8
2008/1/27,2008027,825,8,2,5
2008/1/28,2008028,674,6,7,4
2008/1/29,2008029,562,5,6,2
2008/1/30,2008030,984,9,8,4
2008/1/31,2008031,136,1,3,6
2008/2/1,2008032,183,1,8,3
2008/2/2,2008033,505,5,0,5
2008/2/3,2008034,807,8,0,7
2008/2/4,2008035,570,5,7,0
2008/2/5,2008036,320,3,2,0
2008/2/13,2008037,149,1,4,9
2008/2/14,2008038,312,3,1,2
2008/2/15,2008039,372,3,7,2
2008/2/16,2008040,898,8,9,8
2008/2/17,2008041,125,1,2,5
2008/2/18,2008042,266,2,6,6
2008/2/19,2008043,320,3,2,0
2008/2/20,2008044,149,1,4,9
2008/2/21,2008045,930,9,3,0
2008/2/22,2008046,179,1,7,9
2008/2/23,2008047,230,2,3,0
2008/2/24,2008048,308,3,0,8
2008/2/25,2008049,403,4,0,3
2008/2/26,2008050,428,4,2,8
2008/2/27,2008051,363,3,6,3
2008/2/28,2008052,690,6,9,0
2008/2/29,2008053,156,1,5,6
2008/3/1,2008054,132,1,3,2
2008/3/2,2008055,828,8,2,8
2008/3/3,2008056,830,8,3,0
2008/3/4,2008057,172,1,7,2
2008/3/5,2008058,802,8,0,2
2008/3/6,2008059,793,7,9,3
2008/3/7,2008060,570,5,7,0
2008/3/8,2008061,543,5,4,3
2008/3/9,2008062,933,9,3,3
2008/3/10,2008063,544,5,4,4
2008/3/11,2008064,898,8,9,8
2008/3/12,2008065,738,7,3,8
2008/3/13,2008066,857,8,5,7
2008/3/14,2008067,662,6,6,2
2008/3/15,2008068,249,2,4,9
2008/3/16,2008069,437,4,3,7
2008/3/17,2008070,612,6,1,2
2008/3/18,2008071,303,3,0,3
2008/3/19,2008072,268,2,6,8
2008/3/20,2008073,816,8,1,6
2008/3/21,2008074,400,4,0,0
2008/3/22,2008075,706,7,0,6
2008/3/23,2008076,457,4,5,7
2008/3/24,2008077,475,4,7,5
2008/3/25,2008078,14,0,1,4
2008/3/26,2008079,22,0,2,2
2008/3/27,2008080,357,3,5,7
2008/3/28,2008081,26,0,2,6
2008/3/29,2008082,659,6,5,9
2008/3/30,2008083,669,6,6,9
2008/3/31,2008084,979,9,7,9
2008/4/1,2008085,81,0,8,1
2008/4/2,2008086,407,4,0,7
2008/4/3,2008087,409,4,0,9
2008/4/4,2008088,322,3,2,2
2008/4/5,2008089,42,0,4,2
2008/4/6,2008090,159,1,5,9
2008/4/7,2008091,160,1,6,0
2008/4/8,2008092,418,4,1,8
2008/4/9,2008093,148,1,4,8
2008/4/10,2008094,144,1,4,4
2008/4/11,2008095,979,9,7,9
2008/4/12,2008096,382,3,8,2
2008/4/13,2008097,836,8,3,6
2008/4/14,2008098,40,0,4,0
2008/4/15,2008099,154,1,5,4
2008/4/16,2008100,626,6,2,6
2008/4/17,2008101,934,9,3,4
2008/4/18,2008102,945,9,4,5
2008/4/19,2008103,0,0,0,0
2008/4/20,2008104,300,3,0,0
2008/4/21,2008105,492,4,9,2
2008/4/22,2008106,653,6,5,3
2008/4/23,2008107,624,6,2,4
2008/4/24,2008108,199,1,9,9
2008/4/25,2008109,918,9,1,8
2008/4/26,2008110,464,4,6,4
2008/4/27,2008111,469,4,6,9
2008/4/28,2008112,154,1,5,4
2008/4/29,2008113,102,1,0,2
2008/4/30,2008114,274,2,7,4
2008/5/1,2008115,327,3,2,7
2008/5/2,2008116,560,5,6,0
2008/5/3,2008117,32,0,3,2
2008/5/4,2008118,442,4,4,2
2008/5/5,2008119,408,4,0,8
2008/5/6,2008120,487,4,8,7
2008/5/7,2008121,904,9,0,4
2008/5/8,2008122,197,1,9,7
2008/5/9,2008123,545,5,4,5
2008/5/10,2008124,781,7,8,1
2008/5/11,2008125,422,4,2,2
2008/5/12,2008126,610,6,1,0
2008/5/13,2008127,560,5,6,0
2008/5/14,2008128,385,3,8,5
2008/5/15,2008129,931,9,3,1
2008/5/16,2008130,466,4,6,6
2008/5/17,2008131,817,8,1,7
2008/5/18,2008132,228,2,2,8
2008/5/19,2008133,82,0,8,2
2008/5/20,2008134,721,7,2,1
2008/5/21,2008135,416,4,1,6
2008/5/22,2008136,226,2,2,6
2008/5/23,2008137,427,4,2,7
2008/5/24,2008138,364,3,6,4
2008/5/25,2008139,179,1,7,9
2008/5/26,2008140,303,3,0,3
2008/5/27,2008141,180,1,8,0
2008/5/28,2008142,938,9,3,8
2008/5/29,2008143,640,6,4,0
2008/5/30,2008144,971,9,7,1
2008/5/31,2008145,64,0,6,4
2008/6/1,2008146,28,0,2,8
2008/6/2,2008147,831,8,3,1
2008/6/3,2008148,925,9,2,5
2008/6/4,2008149,83,0,8,3
2008/6/5,2008150,625,6,2,5
2008/6/6,2008151,724,7,2,4
2008/6/7,2008152,590,5,9,0
2008/6/8,2008153,67,0,6,7
2008/6/9,2008154,869,8,6,9
2008/6/10,2008155,717,7,1,7
2008/6/11,2008156,985,9,8,5
2008/6/12,2008157,788,7,8,8
2008/6/13,2008158,386,3,8,6
2008/6/14,2008159,752,7,5,2
2008/6/15,2008160,747,7,4,7
2008/6/16,2008161,273,2,7,3
2008/6/17,2008162,132,1,3,2
2008/6/18,2008163,151,1,5,1
2008/6/19,2008164,57,0,5,7
2008/6/20,2008165,307,3,0,7
2008/6/21,2008166,128,1,2,8
2008/6/22,2008167,242,2,4,2
2008/6/23,2008168,680,6,8,0
2008/6/24,2008169,923,9,2,3
2008/6/25,2008170,371,3,7,1
2008/6/26,2008171,959,9,5,9
2008/6/27,2008172,419,4,1,9
2008/6/28,2008173,597,5,9,7
2008/6/29,2008174,553,5,5,3
2008/6/30,2008175,470,4,7,0
2008/7/1,2008176,674,6,7,4
2008/7/2,2008177,448,4,4,8
2008/7/3,2008178,615,6,1,5
2008/7/4,2008179,49,0,4,9
2008/7/5,2008180,667,6,6,7
2008/7/6,2008181,1,0,0,1
2008/7/7,2008182,865,8,6,5
2008/7/8,2008183,85,0,8,5
2008/7/9,2008184,589,5,8,9
2008/7/10,2008185,697,6,9,7
2008/7/11,2008186,152,1,5,2
2008/7/12,2008187,374,3,7,4
2008/7/13,2008188,413,4,1,3
2008/7/14,2008189,409,4,0,9
2008/7/15,2008190,340,3,4,0
2008/7/16,2008191,950,9,5,0
2008/7/17,2008192,524,5,2,4
2008/7/18,2008193,103,1,0,3
2008/7/19,2008194,840,8,4,0
2008/7/20,2008195,409,4,0,9
2008/7/21,2008196,161,1,6,1
2008/7/22,2008197,964,9,6,4
2008/7/23,2008198,979,9,7,9
2008/7/24,2008199,164,1,6,4
2008/7/25,2008200,465,4,6,5
2008/7/26,2008201,458,4,5,8
2008/7/27,2008202,156,1,5,6
2008/7/28,2008203,563,5,6,3
2008/7/29,2008204,799,7,9,9
2008/7/30,2008205,681,6,8,1
2008/7/31,2008206,683,6,8,3
2008/8/1,2008207,647,6,4,7
2008/8/2,2008208,833,8,3,3
2008/8/3,2008209,914,9,1,4
2008/8/4,2008210,458,4,5,8
2008/8/5,2008211,280,2,8,0
2008/8/6,2008212,640,6,4,0
2008/8/7,2008213,728,7,2,8
2008/8/8,2008214,864,8,6,4
2008/8/9,2008215,15,0,1,5
2008/8/10,2008216,166,1,6,6
2008/8/11,2008217,962,9,6,2
2008/8/12,2008218,884,8,8,4
2008/8/13,2008219,751,7,5,1
2008/8/14,2008220,213,2,1,3
2008/8/15,2008221,529,5,2,9
2008/8/16,2008222,636,6,3,6
2008/8/17,2008223,934,9,3,4
2008/8/18,2008224,525,5,2,5
2008/8/19,2008225,32,0,3,2
2008/8/20,2008226,837,8,3,7
2008/8/21,2008227,167,1,6,7
2008/8/22,2008228,661,6,6,1
2008/8/23,2008229,604,6,0,4
2008/8/24,2008230,913,9,1,3
2008/8/25,2008231,395,3,9,5
2008/8/26,2008232,132,1,3,2
2008/8/27,2008233,766,7,6,6
2008/8/28,2008234,76,0,7,6
2008/8/29,2008235,837,8,3,7
2008/8/30,2008236,622,6,2,2
2008/8/31,2008237,699,6,9,9
2008/9/1,2008238,223,2,2,3
2008/9/2,2008239,538,5,3,8
2008/9/3,2008240,431,4,3,1
2008/9/4,2008241,107,1,0,7
2008/9/5,2008242,725,7,2,5
2008/9/6,2008243,647,6,4,7
2008/9/7,2008244,0,0,0,0
2008/9/8,2008245,750,7,5,0
2008/9/9,2008246,931,9,3,1
2008/9/10,2008247,896,8,9,6
2008/9/11,2008248,795,7,9,5
2008/9/12,2008249,914,9,1,4
2008/9/13,2008250,369,3,6,9
2008/9/14,2008251,404,4,0,4
2008/9/15,2008252,50,0,5,0
2008/9/16,2008253,337,3,3,7
2008/9/17,2008254,928,9,2,8
2008/9/18,2008255,182,1,8,2
2008/9/19,2008256,55,0,5,5
2008/9/20,2008257,190,1,9,0
2008/9/21,2008258,201,2,0,1
2008/9/22,2008259,528,5,2,8
2008/9/23,2008260,2,0,0,2
2008/9/24,2008261,223,2,2,3
2008/9/25,2008262,32,0,3,2
2008/9/26,2008263,700,7,0,0
2008/9/27,2008264,268,2,6,8
2008/9/28,2008265,489,4,8,9
2008/9/29,2008266,309,3,0,9
2008/9/30,2008267,210,2,1,0
2008/10/1,2008268,768,7,6,8
2008/10/2,2008269,980,9,8,0
2008/10/3,2008270,186,1,8,6
2008/10/4,2008271,816,8,1,6
2008/10/5,2008272,815,8,1,5
2008/10/6,2008273,409,4,0,9
2008/10/7,2008274,922,9,2,2
2008/10/8,2008275,20,0,2,0
2008/10/9,2008276,891,8,9,1
2008/10/10,2008277,560,5,6,0
2008/10/11,2008278,786,7,8,6
2008/10/12,2008279,896,8,9,6
2008/10/13,2008280,234,2,3,4
2008/10/14,2008281,766,7,6,6
2008/10/15,2008282,579,5,7,9
2008/10/16,2008283,315,3,1,5
2008/10/17,2008284,549,5,4,9
2008/10/18,2008285,547,5,4,7
2008/10/19,2008286,209,2,0,9
2008/10/20,2008287,794,7,9,4
2008/10/21,2008288,836,8,3,6
2008/10/22,2008289,45,0,4,5
2008/10/23,2008290,144,1,4,4
2008/10/24,2008291,997,9,9,7
2008/10/25,2008292,819,8,1,9
2008/10/26,2008293,905,9,0,5
2008/10/27,2008294,835,8,3,5
2008/10/28,2008295,808,8,0,8
2008/10/29,2008296,320,3,2,0
2008/10/30,2008297,749,7,4,9
2008/10/31,2008298,107,1,0,7
2008/11/1,2008299,104,1,0,4
2008/11/2,2008300,794,7,9,4
2008/11/3,2008301,294,2,9,4
2008/11/4,2008302,424,4,2,4
2008/11/5,2008303,971,9,7,1
2008/11/6,2008304,525,5,2,5
2008/11/7,2008305,679,6,7,9
2008/11/8,2008306,764,7,6,4
2008/11/9,2008307,843,8,4,3
2008/11/10,2008308,172,1,7,2
2008/11/11,2008309,867,8,6,7
2008/11/12,2008310,967,9,6,7
2008/11/13,2008311,518,5,1,8
2008/11/14,2008312,633,6,3,3
2008/11/15,2008313,178,1,7,8
2008/11/16,2008314,518,5,1,8
2008/11/17,2008315,548,5,4,8
2008/11/18,2008316,493,4,9,3
2008/11/19,2008317,0,0,0,0
2008/11/20,2008318,96,0,9,6
2008/11/21,2008319,3,0,0,3
2008/11/22,2008320,53,0,5,3
2008/11/23,2008321,535,5,3,5
2008/11/24,2008322,355,3,5,5
2008/11/25,2008323,106,1,0,6
2008/11/26,2008324,991,9,9,1
